664	-28.9	-8.5
665	-33.6	-13.7
666	-40	-17.1
667	-47	-18.9
668	-53.4	-19.2
669	-58.4	-18.4
670	-61.7	-17
671	-63.4	-15.3
672	-64	-13.6
673	-63.9	-12.2
674	-63.5	-11.2
675	-62.7	-10.7
676	-60.9	-11
677	-57.5	-12.3
678	-51.8	-15
679	-43.5	-19.2
680	-33	-25.4
681	-20.9	-33.4
682	-8.5	-42.9
683	2.9	-53.3
684	12.2	-63.8
685	18.4	-73.3
686	21.2	-80.8
687	21.1	-85.7
688	18.9	-87.4
689	15.6	-85.9
690	12.3	-81.3
691	9.4	-74.1
692	7	-64.6
693	4.2	-53.5
694	0	-41.2
695	-6.7	-28.3
696	-15.6	-14.8
697	-25.8	-1.2
698	-35.7	12.5
699	-43.2	26
700	-47	39.1
701	-46.1	51.4
702	-40.4	62.5
703	-31	71.5
704	-19.4	78
705	-7.3	81.3
706	3.4	81
707	11.4	77.4
708	16.3	70.7
709	18.1	61.8
710	18	51.4
711	17.2	40.6
712	17.4	30.1
713	19.1	20.4
714	22.4	11.7
715	26.2	4
716	28.5	-2.8
717	27.2	-9
718	20.7	-14.8
719	9	-20.5
720	-6.6	-26
721	-24.2	-31.3
722	-41.2	-36.1
723	-55.6	-40.3
724	-66	-43.6
725	-71.9	-45.9
726	-73.9	-47.5
727	-73.2	-48.4
728	-71.2	-49.2
729	-69.1	-50
730	-67.8	-50.9
731	-67.2	-51.7
732	-66.7	-52
733	-64.7	-51
734	-59.7	-48
735	-50.4	-42.3
736	-36.4	-34
737	-18.2	-23.3
738	2.4	-11.4
739	22.8	0.3
740	40.4	10
741	53.1	16
742	60	17
743	61.4	12.5
744	58.2	2.7
745	51.5	-11.2
746	42.8	-27.7
747	32.9	-44.7
748	22.1	-60.6
749	10.4	-74
750	-2.8	-84.4
751	-17.6	-91.5
752	-33.8	-96.1
753	-50.9	-98.9
754	-67.6	-100.5
755	-82.1	-101.4
756	-92.5	-101.6
757	-96.9	-100.8
758	-94.5	-98.4
759	-85.1	-93.8
760	-69.7	-86.7
761	-50.4	-77
762	-29.4	-65
763	-9.1	-51.3
764	8.8	-36.8
765	23.2	-22.3
766	33.9	-8.5
767	40.9	3.9
768	44.8	14.7
769	46	23.9
770	44.8	31.9
771	41.5	39.3
772	36	46.5
773	28.2	54
774	18.3	62
775	6.3	70.2
776	-7	77.7
777	-20.7	83.5
778	-33.6	86.5
779	-44.4	85.6
780	-52.2	80.5
781	-56.2	71.2
782	-56.5	58.7
783	-53.6	44.1
784	-48.5	28.5
785	-41.8	13.2
786	-34.4	-1.3
787	-26.4	-14.8
788	-18.2	-27.2
789	-9.5	-38.9
790	-0.4	-50.2
791	8.9	-61.3
792	18.2	-72
793	26.9	-82
794	34.4	-90.7
795	39.8	-97
796	42.6	-99.9
797	42.6	-98.3
798	39.7	-91.6
799	34.3	-79.5
800	27.2	-62.2
801	19.1	-40.9
802	10.8	-17.4
803	3	6
804	-4.1	27.1
805	-10.5	43.5
806	-16.3	53.8
807	-21.5	57.2
808	-26.1	53.7
809	-29.9	44.6
810	-32.4	31.2
811	-33.1	15.6
812	-31.8	-0.5
813	-28.5	-15.8
814	-23.3	-29.2
815	-16.9	-40.4
816	-10.3	-49.4
817	-4.5	-56.3
818	-0.4	-61.6
819	1.4	-65.6
820	0.5	-68.5
821	-2.9	-70.3
822	-8.3	-70.9
823	-15.1	-70.1
824	-22.6	-67.7
825	-30.1	-63.5
826	-37	-57.6
827	-43	-50.3
